	direccion	latitude	longitude
3	Arias 2900, Saavedra	-34.5439569	-58.4779009
4	Correa 1900, Nuñez	-34.5413492	-58.4669584
5	Pacheco De Melo 2700, Recoleta	-34.5864871	-58.401926
6	Hidalgo 900, Caballito	-34.6092409	-58.4414669
7	Avenida Luis María Campos 500, Belgrano	-34.5628839	-58.4436351
8	Ciudad De La Paz 1900, Belgrano	-34.5646802	-58.4560373
9	Elcano 2700, Belgrano	-34.5685021	-58.4575677
0	Guatemala 4600, Palermo	-34.5871649	-58.4235529
1	Virrey Del Pino 2000, Belgrano	-34.5641	-58.4477703
2	Soler 3800, Palermo	-34.5860362	-58.4260138
3	Charlone 300, Colegiales	-34.5840148	-58.4491348
4	Arevalo 3000, Las Cañitas	-34.5712737	-58.4306
5	Echeverria 2000, Belgrano	-34.5608236	-58.4518872
6	Donado 1900, Villa Urquiza	-34.574862	-58.4735123
7	Av. Santa Fe 3700, Palermo	-34.5853403	-58.4159094
8	Sanchez De Bustamante 1800, Recoleta	-34.5903099	-58.4088927
9	Avenida Raúl Scalabrini Ortiz 3100, Palermo	-34.5809416	-58.4104805
0	Guise 1800, Palermo	-34.5916842	-58.4138426
1	Dorrego 2600, Palermo	-34.5744536	-58.4346895
2	Migueletes 1700, Belgrano	-34.5600134	-58.4433813
3	Viamonte 2400, Barrio Norte	-34.6002998	-58.3824629
4	Araoz 1300, Palermo	-34.5935669	-58.4274027
5	Beruti 4600, Palermo	-34.5778218	-58.4242982
6	Delgado 1400, Colegiales	-34.5765649	-58.4607259
7	Avenida Crámer 2500, Belgrano	-34.5612255	-58.4645892
8	José Antonio Cabrera 3900, Palermo	-34.5965638	-58.4213783
9	La Rioja 1400, San Cristobal	-34.6270679	-58.4066349
0	Dickman 1400, Paternal	-34.6016339	-58.4637869
1	Leguizamon, Martiniano 1600, Mataderos	-34.6535391	-58.5068648
2	Guayaquil 100, Caballito	-34.6204613	-58.4354776
3	Av. Entre Rios 2000, Parque Patricios	-34.6305441	-58.39084829999999
4	Franklin Roosevelt 3600, Coghlan	-34.5627314	-58.4694657
5	Martiniano Leguizamon 1400, Mataderos	-34.6518739	-58.5091369
6	Tronador 900, Colegiales	-34.5827935	-58.4662344
7	Andonaegui 1200, Villa Urquiza	-34.5761654	-58.4899453
8	Llavallol 4400, Villa Pueyrredón	-34.5926437	-58.50675380000001
9	Pérez De Urdininea 1700, Villa Urquiza	0	0
0	Llavallol 4500, Villa Pueyrredón	-34.5919071	-58.5073786
1	Cordoba 5000, Palermo	-31.3752885	-64.1487951
2	Zarraga 3800, Belgrano	-34.5776524	-58.4651916
3	Larralde 2400, Nuñez	-34.5489317	-58.4679175
4	Roosevelt 1700, Belgrano	-34.5659156	-58.4528082
5	Remedios De Escalada De San Martin 900, Villa Crespo	-34.603601	-58.4551786
6	Dorrego 1400, Palermo Hollywood	26.0112014	-80.1494901
7	Teodoro García 1700, Belgrano	-34.5630132	-58.4397403
8	Jaramillo 1600, Nuñez	-34.5442656	-58.4609447
9	De Los Incas 5400, Villa Urquiza	-34.588204	-58.483239
0	Av. San Martin 2800, Paternal	-34.6009759	-58.4725574
1	Helguera 4500, Villa Pueyrredón	-34.5889269	-58.5040579
2	Gavilan 4600, Villa Pueyrredón	-34.5823377	-58.4934822
3	Cullen 5400, Villa Urquiza	-34.5746799	-58.4909719
4	Francisco Bucarelli 1900, Villa Urquiza	0	0
5	Río De Janeiro 600, Caballito	-34.6070586	-58.4305864
6	Ibera 5500, Villa Urquiza	-34.5695699	-58.4950739
7	Av. Triunvirato 3700, Villa Urquiza	-34.5739681	-58.4867315
8	Av. Dr. Ricardo Balbin 2500, Coghlan	-34.5591274	-58.4739555
9	Av. Monroe 4500, Villa Urquiza	-34.5699271	-58.4788292
0	Aranguren 600, Caballito	-34.6135922	-58.439903
1	Avenida Rivadavia 2300, Balvanera	-34.6098176	-58.3989656
2	Virrey Ceballos 400, Monserrat	-34.6135828	-58.3890098
3	Vidal 1400, Belgrano	-34.5632463	-58.4611751
4	3 De Febrero 1000, Belgrano	-34.5584677	-58.4528084
5	3 De Febrero 900, Belgrano	-34.5584677	-58.4528084
6	Teodoro García 2300, Belgrano	-34.5681672	-58.4442137
7	Aguilar 2500, Belgrano	-34.5702153	-58.448026
8	Dr. Pedro Ignacio Rivera 4700, Villa Urquiza	-34.5698159	-58.4832689
9	Balcarce 300, San Telmo	-34.6217711	-58.3697671
0	Juramento 5200, Villa Urquiza	-34.578958	-58.4836533
1	Altolaguirre 2500, Villa Urquiza	-34.5762286	-58.4915984
2	Blanco Encalada 5600, Villa Urquiza	-34.5790629	-58.4921629
3	Barzana 2100, Villa Urquiza	-34.5796129	-58.4876469
4	Alvarez Thomas 2900, Villa Urquiza	-34.5735568	-58.4806856
5	Av. Triunvirato 3600, Villa Urquiza	-34.5739681	-58.4867315
6	Franklin Roosevelt 4900, Villa Urquiza	-34.5719303	-58.48386419999999
7	Soldado De La Independencia 700, Belgrano	-34.5630455	-58.4419194
8	Maure 2300, Belgrano	-35.4326222	-71.6624235
9	Arce 800, Las Cañitas	-34.5683257	-58.4355335
0	Amenabar 1700, Belgrano	-34.1367021	-62.4234655
1	Arcos 2200, Belgrano	-34.5595803	-58.4546372
2	La Pampa 2100, Belgrano	-34.5632944	-58.4512089
3	Aguilar 2200, Belgrano	-34.5678709	-58.4460213
4	Vidal 2600, Belgrano	-34.5598969	-58.4642389
5	Tunez 2300, Belgrano	-34.5552435	-58.454783
6	Arcos 2600, Belgrano	-34.555895	-58.4578599
7	Mariano Acha 3700, Saavedra	-34.5585789	-58.4888889
8	Humboldt 1400, Palermo Hollywood	26.0112014	-80.1494901
9	Donado 1600, Villa Ortuzar	-34.5780142	-58.4707986
0	Ciudad De La Paz 500, Belgrano	-34.5567007	-58.4627647
1	Avenida Monroe 1600, Belgrano	-34.5656216	-58.4714737
2	Behring 2500, Villa Urquiza	-34.5835287	-58.47432320000001
3	Conde 3200, Coghlan	-34.5576439	-58.4740729
4	Av. Eva Perón 1100, Parque Chacabuco	-34.6301599	-58.4407979
5	Valle 900, Caballito	-34.6251299	-58.4404469
6	Quesada 3500, Coghlan	-34.5603529	-58.4743619
7	Avenida Raúl Scalabrini Ortiz 1800, Palermo Soho	-34.5897429	-58.4233879
8	Palpa 2500, Belgrano	-34.5705723	-58.4474382
9	Ugarteche 3130 3100, Barrio Norte	-34.5801822	-58.4117122
0	Ugarteche 3100, Palermo Chico	0	0
1	Ugarteche 3100, Recoleta	-34.5803957	-58.4118336
2	Mendoza 5800, Villa Urquiza	-34.5811705	-58.4904313
3	Altolaguirre 3000, Villa Urquiza	-34.5723659	-58.4947359
4	Avenida Brasil 700, San Telmo	-34.6252191	-58.3686871
5	José Hernández 1300, Belgrano	-34.566238	-58.4544048
6	Avenida Balbin 3200, Coghlan	-34.5583765	-58.475723
7	Avenida Ricardo Balbín 2400, Belgrano	-51.6116075	-69.2335834
8	Avenida Francisco Beiro 3300, Villa Devoto	-34.6120568	-58.5219231
9	Estomba 3400, Coghlan	-34.5587333141414	-58.4811421626263
0	Roque Pérez 3100, Coghlan	-34.5596019	-58.4752709
1	Curapaligüe 0, Caballito	-34.6256271	-58.4540051
2	Juan María Gutiérrez 2500, Recoleta	-34.5872599	-58.3991153
3	Doctor Rómulo Naón 3700, Saavedra	-34.5551473	-58.4825689
4	Arevalo 2500, Las Cañitas	-34.5711997	-58.4304188
5	Cirilo Correa 3000, Saavedra	0	0
6	Avda. Del Libertador 5700, Belgrano	-34.5597539	-58.4453168
7	Gorriti 4000, Palermo	-34.5954815	-58.4212484
8	Moldes 1800, Belgrano	-33.6195437	-64.5986551
9	Avellaneda 400, Caballito	-34.6134269	-58.4358789
0	Capdevila 3500, Villa Urquiza	-34.5644709	-58.4944549
1	San Martin, Av. 3600, Agronomía	-34.6009299	-58.47366429999999
2	Vega, Niceto, Cnel. 5700, Palermo Hollywood - Palermo	38.1156879	13.3612671
3	Formosa 100, Caballito	-34.6208714	-58.4293827
4	Paraguay 1300, Tribunales	0	0
5	Avenida Ortiz De Ocampo 2500, Barrio Norte	-34.583506	-58.40534049999999
6	Thorne 400, Caballito	-34.6291849	-58.4509769
7	Tacuari 1100, San Telmo	-34.6208634	-58.3787008
8	Gorostiaga 1500, Belgrano	-31.6125904	-60.6927781
9	Sucre 900, Belgrano	-34.5633881	-58.4554936
0	25 De Mayo 700, San Nicolás	-34.5997802	-58.3714081
1	Avenida Paseo Colón 1100, San Telmo	-34.6204659	-58.3683258
2	Dorrego 1800, Palermo	-34.5809529	-58.4426949
3	Avenida Callao 1400, Recoleta	-34.5927115	-58.3929347
4	Viamonte 1700, Recoleta	-34.600814	-58.391292
5	San Martín De Tours 2800, Palermo Chico - Palermo	38.1156879	13.3612671
6	Castex 3200, Palermo Chico - Palermo	38.1156879	13.3612671
7	Arenales 2200, Recoleta	-34.5945239	-58.3979269
8	O Higgins 1700, Belgrano	-34.5637425	-58.44973350000001
9	Avenida General Las Heras 3900, Palermo	-34.5819228	-58.4141809
0	Villanueva 1300, Belgrano	-34.5660531	-58.4422865
1	Lerma 100, Villa Crespo	-34.5975624	-58.4289692
2	Guido 1800, Recoleta	-34.5901571	-58.3898891
3	Aguero 1900, Barrio Norte	-34.5896519	-58.4045219
4	Av. Figueroa Alcorta 3600, Palermo	-34.5758442	-58.4058479
5	Av. Federico Lacroze 1900, Las Cañitas	-34.5654117	-58.4401735
6	Juramento 4900, Villa Urquiza	-34.576518	-58.4803987
7	Vilela 1800, Nuñez	-34.5431196	-58.4644251
8	Av. Santa Fé 1900, Barrio Norte	-34.5959005	-58.3946037
9	Ayacucho 1600, Recoleta	-34.5910363	-58.3930804
0	Superí 1600, Belgrano	-34.5657329	-58.4683768
1	Humahuaca 3700, Almagro	-34.6025769	-58.4163909
2	Montevideo 1600, Recoleta	-34.5917043	-58.3880568
3	Avenida Pueyrredón 1100, Barrio Norte	-34.5911855	-58.400869
4	Mexico 1700, Congreso	21.032222	-98.4997219
5	Bondpland 1400, Palermo	-34.5859848	-58.44036990000001
6	Av. Del Libertador Al 1832, Abasto	0	0
7	Arroyo 800, Recoleta	-16.4037526	-71.5186545
8	Franklin Roosevelt 2200, Belgrano	-34.5562505	-58.4585976
9	Avenida Presidente Manuel Quintana 400, Recoleta	-34.58914350000001	-58.38906350000001
0	Larrea 0, Balvanera	-34.6001018	-58.4023776
1	Billingurst 1200, Barrio Norte	-34.5955876	-58.4138366
2	San Nicolás 400, Floresta	-34.6287009	-58.4798322
3	Avenida Rivadavia 10100, Villa Luro	-34.6385054	-58.5057954
4	Dorrego 1600, Chacarita	-34.5935422	-58.4497856
5	Olleros 2300, Belgrano	-34.5693084	-58.4426676
6	3 De Febrero 1700, Belgrano	-34.5633263	-58.4487783
7	Enrique Martinez 200, Belgrano	-34.5672322	-58.4701116
8	San Benito De Palermo 1600, Las Cañitas	-34.567446	-58.4321666
9	Virrey Olaguer Y Feliu 2400, Belgrano	-34.5684586	-58.4532677
0	Montañeses 1900, Belgrano	-34.559474	-58.4472403
1	Yerbal 1800, Flores	-34.6256109	-58.4573843
2	Arenales 2200, Barrio Norte	-34.5945239	-58.3979269
3	Rosario 100, Caballito	-34.6185749	-58.4298292
4	Avenida Callao 2000, Recoleta	-34.587608	-58.387294
5	Acevedo 200, Villa Crespo	-34.5998009	-58.4429519
6	11 De Septiembre De 1888 4200, Nuñez	-34.5412895	-58.4647226
7	Libertad 700, Barrio Norte	-34.600567	-58.3840931
8	Campana 4700, Villa Devoto	-34.5818229	-58.5144298
9	Pumacahua 0, Flores	-34.628417	-58.4540999
0	Paraguay 1250, Barrio Norte	-34.5982413408163	-58.3847797285714
1	Federico Lacroze 2000, Belgrano	-34.566542	-58.4412753
2	Uspallata 700, Barracas	-34.6309189	-58.3732109
3	Beruti 3600, Palermo	-34.585401	-58.4124521
4	Corrientes 2700, Once	-34.6047907	-58.4043771
5	Avenida Rivadavia 2400, Centro / Microcentro	-27.4392345	-58.99100900000001
6	Humboldt 2400, Palermo Hollywood - Palermo	38.1156879	13.3612671
7	Humboldt 2400, Palermo	-34.5793322	-58.4291635
8	Laprida 2000, Barrio Norte	-34.5877999	-58.4000789
9	Zamudio 4700, Villa Pueyrredón	-34.5829303	-58.4965186
0	Juana Azurduy 1600, Nuñez	-34.5514631	-58.4678445
1	Conde 4300, Saavedra	-34.5483249	-58.4812919
2	Tacuari 400, San Telmo	-34.6129649	-58.3790367
3	Medina 100, Villa Luro	-34.6377253	-58.49229949999999
4	Curapaligue, Avda. 100, Caballito	-34.6267648	-58.45339069999999
5	Uruguay 1200, Recoleta	-33.3957875	-70.6284327
6	Av Santa Fe 800, Retiro	-34.5952797	-58.3784178
7	Franklin Roosevelt 1500, Belgrano	-34.5576039	-58.460546
8	Ayacucho 1700 E/vicente Lopez Y Guido, Recoleta	-13.1638737	-74.22356409999999
9	Avenida Triunvirato 3600, Villa Urquiza	-34.5739681	-58.4867315
0	Vera 500, Villa Crespo	-34.5993039	-58.4376099
1	Camila O'gorman 400, Puerto Madero	-34.6211858	-58.3616688
2	Avenida Cabildo 1500, Belgrano	-34.5671933	-58.4507628
3	General Guillermo Miller 3000, Villa Urquiza	0	0
4	Amenabar 3600, Nuñez	-34.5502579	-58.4701869
5	Darwin 1000, Villa Crespo	-34.5912679	-58.4418419
6	Cuba 2500, Belgrano	-34.5573183	-58.4579855
7	Blanco Encalada 4600, Villa Urquiza	-34.5727499	-58.4814339
8	Marcos Paz 2400, Villa Devoto	-34.6037534	-58.5175158
9	Cuba 2200, Belgrano	-34.5601223	-58.4555878
0	Vidt 1900, Palermo	-34.5900749	-58.4150161
1	Humboldt 2300, Palermo Hollywood - Palermo	38.1156879	13.3612671
2	Avenida Díaz Velez 5000, Villa Crespo	-34.608928	-58.43720439999999
3	Concordia 3800, Villa Devoto	-34.5978769	-58.5042699
4	Vuelta De Obligado 3650, Nuñez	-34.5481939	-58.4673263
5	Salguero 2700, Palermo	-34.5804482	-58.4086108
6	Bulnes 2700, Palermo Chico - Palermo	38.1156879	13.3612671
7	Castex 3400, Palermo Chico - Palermo	38.1156879	13.3612671
8	Segui 4700, Palermo	-34.5732632	-58.4222801
9	Teodoro García 2400, Colegiales	-34.5754815	-58.449516
0	Juana Manso 100, Puerto Madero	-34.5988406	-58.3639122
1	Martha Lynch 500, Puerto Madero	0	0
2	Palestina 600, Almagro	-34.6042189	-58.4259316
3	Avenida Crisólogo Larralde al 4100, Saavedra	-34.5572695	-58.4833596
4	Avenida General Las Heras 3200, Palermo Chico - Palermo	-34.5834834	-58.4061678
5	Uriarte 2300, Palermo	-34.5823929	-58.4250589
6	Zapata 7300, Belgrano	-31.6224597	-60.6874634
7	Beauchef 500, Caballito	-34.6228069	-58.4333699
8	Avenida Federico Lacroze 2300, Belgrano	-34.5687836	-58.4435211
9	Conesa 2000, Belgrano	-40.1032827	-64.4575648
0	Avenida Luis María Campos 1300, Belgrano	-34.5648512	-58.4412182
1	Juncal 3600, Palermo Chico - Palermo	38.1156879	13.3612671
2	Juan Francisco Olmos 0, Floresta	-34.6355919	-58.4894735
3	Vuelta De Obligado 1400, Belgrano	-34.5667345	-58.4494421
4	Larrea 200, Once	-34.6076239	-58.4020899
5	Gurruchaga 2300, Palermo	-34.5845766	-58.4221529
6	Av Santa Fe 4300, Palermo	-34.5807605	-58.4226054
7	Gurruchaga 200, Villa Crespo	-34.5997859	-58.4449339
8	Lavalle 1600, Centro / Microcentro	-36.8937988	-60.3273515
9	Av Corrientes 1700, Centro / Microcentro	-27.4404327	-58.9932758
0	Av Callao 700, Barrio Norte	-34.6010339	-58.3928799
1	Av. San Martíin 2800, Paternal	-34.6028805	-58.46496500000001
2	Ciudad De La Paz 2700, Belgrano	-34.5575677	-58.4621212
3	Cordoba 1700, Barrio Norte	-31.2999451	-64.1779023
4	Carranza 2200, Palermo Hollywood - Palermo	38.1156879	13.3612671
5	Avenida Santa Fe 4400, Palermo	-34.5800805	-58.4235893
6	Plaza 1000, Villa Urquiza	-34.5677888	-58.4768675
7	Colpayo 600, Caballito	-34.6159496	-58.4418521
8	Av. Gral Paz 6500, Villa Devoto	-34.5914988	-58.51915409999999
9	Conesa 300, Palermo	-34.5769879	-58.4436339
0	Ayacucho 1800, Recoleta	-34.5892429	-58.3911619
1	Jorge Newbery 3400, Palermo Hollywood - Palermo	38.1156879	13.3612671
2	Jorge Newbery 3400, Colegiales	-34.5814099	-58.4481929
3	Ecuador 1500, Recoleta	-0.2306891	-78.5131
4	Cramer 1000, Colegiales	-34.5724619	-58.4501699
5	Naon 3500, Coghlan	-34.5576815	-58.4806383
6	3 De Febrero 2000, Belgrano	-34.5604873	-58.4512062
7	Maure 1600, Belgrano	-35.4326222	-71.6624235
8	La Pampa 2400, Belgrano	-34.5648422	-58.4540005
9	Avenida Libertador 5700, Belgrano	-24.1999503	-65.2817933
0	Cuba 2300, Belgrano	-34.5591661	-58.456418
1	Av. Las Heras 3300, Palermo	-27.4767517	-59.0007908
2	Av. Alvear 1600, Recoleta	-34.5872773	-58.3898089
3	Rosario 200, Caballito	-34.6187625	-58.4314431
4	Luis María Drago 200, Villa Crespo	-34.6024079	-58.4364209
5	Olleros 1600, Belgrano	-34.5619601	-58.434902
6	Dorrego 800 11º, Palermo	-34.5693531	-58.4180775
7	Avenida Crámer 2100, Belgrano	-34.5649689	-58.4613239
8	Santos Dumont 3500, Palermo	-34.5733102	-58.4383776
9	Estados Unidos 1500, Monserrat	32.6666174	-114.515055
0	Avenida Cabildo 400, Palermo	-34.5722793	-58.4407198
1	Araoz 1800, Palermo	-34.5903604	-58.4226083
2	Manzanares 3900, Nuñez	-34.5440082	-58.4625735
3	Av. De Los Incas 4700, Villa Urquiza	-34.5830939	-58.4764719
4	Doctor Luis Beláustegui 900, Caballito	-34.6076381	-58.4608528
5	Sanchez 2200, Paternal	-34.6035305	-58.4683033
6	Dorego 2700 404, Belgrano	-38.7282489	-61.28279010000001
7	Saavedra 700, Boedo	-34.6177489	-58.40240069999999
8	Av. Dorrego Al 2700 5º, Las Cañitas	0	0
9	Gelly Obes 2200, Recoleta	-34.5867724	-58.3971122
0	Av. De Mayo 700 2º, Monserrat	-34.6087374	-58.376369
1	Adolfo Alsina 2600, Balvanera	-34.6123979	-58.4030679
2	Lavalle 3900, Almagro	-34.5991159	-58.4202699
3	Av.rivadavia 5200, Caballito	-34.6195372	-58.4388027
4	Av San Martin 1800, Villa Crespo	-34.6043832	-58.4587529
5	Avenida Curapaligüe 100, Flores	-34.6426956	-58.4424342
6	Aguero 2300, Barrio Norte	-34.5866209	-58.4003949
7	Avenida Luis María Campos 1500, Belgrano	-34.5630316	-58.4436363
8	José Antonio Cabrera 3900, Palermo Soho - Palermo	-34.5965638	-58.4213783
9	Avenida Rivadavia 7500, Flores	-34.6312204	-58.4710113
0	Bogotá 2500, Flores	-34.6257535	-58.4654721
1	Mendez De Andes 1700, Flores	-34.6198704	-58.4597493
2	Manuel Ricardo Trelles 1000, Caballito	-34.6151708	-58.4603129
3	José Bonifacio 2400, Flores	-34.6324552	-58.4609826
4	Sanchez De Bustamante 2000, Barrio Norte	-34.5888403	-58.4075923
5	Avenida Directorio 3400, Floresta	-34.6372933	-58.4733609
6	Av. Juan B. Alberdi 2700, Flores	-34.6325049	-58.4658173
7	Varela 0, Flores	-34.6350624	-58.4631494
8	Rivera Indarte 300, Flores	-34.632269	-58.461113
9	Cnel. Ramón L. Falcón 2900, Flores	0	0
0	Ayacucho 700, Tribunales	-13.1638737	-74.22356409999999
1	Pavon 1200, Constitución	-34.6260455	-58.3827263
2	Leguizamon, Martiniano 100, Liniers	-34.6402958	-58.5195191
3	Palestina 1000, Palermo	-34.5992623	-58.4252471
4	Carlos Antonio López 2900, Villa Pueyrredón	-34.5812002	-58.4961286
5	Sucre 1200, Belgrano	-34.5633881	-58.4554936
6	Almirante Juan Francisco Seguí 4500, Palermo Chico - Palermo	38.1156879	13.3612671
7	Jose Hernandez 1600, Belgrano	-38.6792805	-62.2763401
8	Av. Directorio 1800, Flores	-34.6312043	-58.453028
9	José Bonifacio 1600, Caballito	-34.6263519	-58.4312157
0	Maipu 600, Centro / Microcentro	-26.812677	-65.20354809999999
1	Avenida Cabildo 1000, Belgrano	-34.5694105	-58.4464809
2	Migueletes 1200, Las Cañitas	-34.563885	-58.4387185
3	Castañeda 2000, Nuñez	-34.5523788	-58.43798759999999
4	Florida 1000, Barrio Norte	-36.8281863	-73.0439843
5	Parana 300, Tribunales	-32.8968486	-68.8432478
6	Nuñez 4600, Saavedra	-34.5609119	-58.4868859
7	La Pampa 1700, Belgrano	-34.561103	-58.4476335
8	Arroyo 800, Retiro	-24.1735354	-65.2913766
9	Amenabar 1900, Belgrano	-34.1367021	-62.4234655
0	Sanchez De Bustamante 2500, Barrio Norte	-34.5845077464646	-58.4028815959596
1	Sucre 2500, Belgrano	-34.5633881	-58.4554936
2	Bauness 1200, Villa Urquiza	-34.57184	-58.4902448
3	Juan Francisco Seguí 3900, Palermo Chico - Palermo	38.1156879	13.3612671
4	Martha Salotti 500, Puerto Madero	-34.6133503	-58.361524
5	Ramallo 2300, Nuñez	-34.5424699	-58.4712842
6	Florida 1000, Recoleta	-33.3947195	-70.6457898
7	Segui 3900, Palermo	-34.5777198	-58.4124815
8	Lafinur 3100, Palermo	-34.5798012	-58.4141235
9	Echeverria 2600, Belgrano	-34.5641579	-58.4575199
0	Lafinur 3300, Palermo	-34.5776613	-58.4126416
1	De Los Incas Av. Al 5100, Parque Chas	-34.5861699	-58.4805376
2	Doctor Juan Felipe Aranguren 1000, Caballito	-34.6158871	-58.4456473
3	Marta Lynch 400, Puerto Madero	-34.6093799	-58.3630578
4	Montevideo 1900, Recoleta	-34.5888202	-58.3850766
5	Avenida Francisco Bilbao 1900, Flores	-34.6375826	-58.4635647
6	3 De Febrero 1400, Belgrano	-34.5660652	-58.4463605
7	Manzanares 3900, Saavedra	-34.5544459	-58.4827509
8	Quesada 2300, Belgrano	-34.553868	-58.4620249
9	Alejandro Magariños Cervantes 4900, Versalles	-34.62750520000001	-58.50178280000001
0	Juan Maria Gutierrez 2500, Barrio Norte	-34.5872599	-58.3991153
1	Acuña De Figueroa 800, Palermo	-34.6017375	-58.4223991
2	Mercedes 200, Floresta	-34.6320033	-58.4840504
3	Lafuente 0, Flores	-34.6590951	-58.4422115
4	Thames 500, Villa Crespo	-34.5955287	-58.4436755
5	Ciudad De La Paz 1300, Belgrano	-34.5688909	-58.4508449
6	Benjamin Viel 300, Caballito	0	0
7	Julieta Lanteri Al 1200 Entre Salotti Y Calabria, Puerto Madero	0	0
8	Cabello 3750, Palermo Chico - Palermo	38.1156879	13.3612671
9	Trejo Y Sanabria 3200, Villa Devoto	-34.6074121	-58.50969430000001
0	Nicaragua 6000, Palermo	12.0965309	-86.4155402
1	Avenida Pueyrredón 900, Balvanera	-34.6000369	-58.4043849
2	Bulnes 1800, Palermo	-34.5904937	-58.4137672
3	Avenida Pueyrredon 1100, Recoleta	-34.5976508	-58.4035932
4	Aranguren 2400, Flores	-34.6231692	-58.4650032
5	Aguirre 1000, Palermo	-34.5935029	-58.4396999
6	Basavilbaso Al 1300 5, Retiro	-34.59306	-58.3772769
7	Quesada 4100, Saavedra	-34.5634654	-58.4804165
8	Grecia Al 3400 6, Nuñez	-34.54799089999999	-58.462242
9	Vedia Al 1900 11º., Nuñez	-34.5375272	-58.4699581
0	Bauness Al 1200 1, Villa Urquiza	-34.57184	-58.4902448
1	Bauness Al 1200 2, Villa Urquiza	-34.57184	-58.4902448
2	Acha, Mariano Al 1000 2, Villa Urquiza	-34.5837834	-58.4720479
3	Saavedra 1100, San Cristobal	-34.6221719	-58.4012929
4	Costa Rica 4200, Palermo	10.3708002	-83.7410589
5	Mexico 600, San Telmo	31.8556023	-116.6012672
6	Avenida Santa Fe 3700, Palermo Chico - Palermo	38.1156879	13.3612671
7	Humberto Primo 1700, Monserrat	-34.621448	-58.39002719999999
8	Av. Libertador 2400, Palermo	-34.1867426	-70.6701351
9	Carlos Pellegrini 1000, Barrio Norte	-34.5943097	-58.3815188
0	Ugarte 1700, Nuñez	-18.0425954	-70.2572184
1	Coronel Diaz 2500, Palermo	-34.5805938	-58.4045762
2	Sucre 800, Belgrano	-34.5633881	-58.4554936
3	Castex 3400, Palermo	-34.577905	-58.405978
4	Arcos 2500, Belgrano	-34.5567944	-58.4570584
5	Avenida General Las Heras 2600, Barrio Norte	-34.5852889	-58.3998959
6	Juncal 2200, Barrio Norte	-34.5927046	-58.3986496
7	Avenida Corrientes 800, Centro / Microcentro	-27.4404327	-58.9932758
8	Fray Justo Santamaría De Oro 2300, Palermo	-34.5813647	-58.4262367
9	Marcelo T De Alvear 1900, Recoleta	-34.5973869	-58.3945779
0	Humboldt 1600, Palermo	-34.5856439	-58.4364339
1	French 3600, Palermo	-34.5834343	-58.4114452
2	Scalabrini Ortiz 2800, Palermo	-34.583505	-58.4135287
3	Rodriguez Peña 1900, Recoleta	-34.5891156	-58.3872453
4	Humberto Primo 3000, Boedo	-34.6233289	-58.4070149
5	Av Federico Lacroze 3900, Colegiales	-34.5795015	-58.4503185
6	Beruti 3200, Palermo	-34.5858649	-58.411651
7	Espinosa 100, Caballito	-34.6214197	-58.4465409
8	Franklin Roosevelt 3300, Coghlan	-34.5627207	-58.4693028
9	Charcas 3700, Barrio Norte	-34.5947636	-58.4051275
0	Neuquén 1000, Caballito	-34.6161089	-58.4465409
1	Blanco Encalada 5500, Villa Urquiza	-34.5784265	-58.491097
2	José Antonio Cabrera 3300, Palermo Chico - Palermo	38.1156879	13.3612671
3	Avenida Olazábal 5400, Villa Urquiza	-34.5786029	-58.4893169
4	J. B. Alberdi 2900, Flores	-34.6333133	-58.4685125
5	Martinez Castro 400, Floresta	-34.6383571	-58.47906459999999
6	Lautaro 100, Flores	-34.6283452	-58.4570976
7	José Bonifacio 1300, Caballito	-34.6284699	-58.4447889
8	Arce 500, Las Cañitas	-34.5701593	-58.432364
9	Billinghurst 1700, Recoleta	-34.5908875	-58.410646
0	José Antonio Cabrera 3100, Recoleta	-34.5970846	-58.4100724
1	Av. Juan De Garay 3200, San Cristobal	-34.627776	-58.3953535
2	Olleros 1600, Las Cañitas	-34.5619601	-58.434902
3	Ramon L Falcón 1500, Caballito	-34.625042	-58.44947939999999
4	Chile 1900, Balvanera	-34.6170759	-58.3930029
5	Riobamba 900, Recoleta	-34.5970406	-58.3947685
6	Peña 2000, Recoleta	-34.5885784	-58.400879
7	Ciudad De La Paz 3200, Nuñez	-34.5535989	-58.4663019
8	Guise 1900, Palermo	-34.5912229	-58.4133539
9	Vuelta De Obligado 3600, Nuñez	-34.5485541	-58.4670582
0	24 De Noviembre 1400, Boedo	-34.6274788	-58.41006849999999
1	Segui 4500, Palermo	-34.5743325	-58.4199441
2	Vera 200, Villa Crespo	-34.6016609	-58.4353569
3	Cuba 4400, Nuñez	21.8843585	-78.1819032
4	Andonaegui 2600, Villa Urquiza	-34.5748226	-58.4911503
5	Tomas Liberti 400, Boca	-34.6317355	-58.3704495
6	Avenida Monroe 900, Belgrano	-34.5656216	-58.4714737
7	Dr. Pedro Ignacio Rivera 4800, Villa Urquiza	-34.5727101	-58.4895195
8	Moldes 2400, Belgrano	-33.6195437	-64.5986551
9	Nogoya 3900, Villa Devoto	-34.6082676	-58.5008365
0	Avenida Raúl Scalabrini Ortiz 3300, Palermo Chico - Palermo	-34.5789403	-58.40929080000001
1	11 De Septiembre De 1888 1500, Belgrano	-34.5646384	-58.4462651
2	Manuel Ugarte 1700, Belgrano	-34.5526528	-58.4544566
3	Ibera 2300, Belgrano	-34.5523166	-58.4640418
4	Fray Justo Santamaría De Oro 2700, Palermo	-34.5773585	-58.4226116
