	direccion	latitude	longitude
4	Correa 2400, Nuñez	-34.543827	-58.4718225
5	Paraguay 3500, Palermo Viejo - Palermo	38.1156879	13.3612671
6	Dr. Luis Belaustegui 600, Villa Crespo	-34.6024439	-58.4513929
7	Pacheco De Melo 2500, Recoleta	-34.5876883	-58.3999074
8	Valle 600, Caballito	-34.6246729	-58.4360549
9	Av. Avellaneda 3800, Floresta	-34.6292155	-58.4821105
0	Nazca 2500, Villa del Parque	-34.6070649	-58.4851599
1	Santo Tomé 4400, Villa Devoto	-34.6144504	-58.50373990000001
2	Trinidad Guevara 300, Puerto Madero	-34.602828	-58.3677582
3	Avenida Del Libertador 8000, Nuñez	-34.5418237	-58.4631822
4	General Ramón Freire 1600, Belgrano	-34.5715338	-58.4596252
5	Arcos 2300, Belgrano	-34.5586979	-58.4554223
6	Mendoza 4500, Villa Urquiza	-34.5731161	-58.4775605
7	Avenida General Paz 400, Nuñez	-34.5361553	-58.467962
8	Ramsay 1800, Palermo	-34.5548181	-58.43754430000001
9	Jose P. Varela 5000, Villa Devoto	-34.6120375	-58.51918699999999
0	Tinogasta 2900, Villa del Parque	-34.5983113	-58.4918427
1	Maxico 1900, Congreso	19.4224554	-99.08871909999999
2	Hidalgo 200, Caballito	-34.6167803	-58.4387781
3	San Blas 1700, Paternal	-34.6039219	-58.4661339
4	Av. Pte Quintana 500, Recoleta	-34.5883563	-58.3900763
5	Cerrito 1200, Recoleta	-33.4310764	-70.6356819
6	Campos Salles 2000, Nuñez	-34.5498676	-58.4612659
7	11 De Septiembre De 1888 1400, Belgrano	-34.5655589	-58.4454755
8	Olazabal 1600, Belgrano	-34.555538	-58.4503245
9	Avalos 1200, Villa Urquiza	-34.5794588	-58.4819251
0	Moldes 3000, Nuñez	-34.5560239	-58.4661519
1	Remedios De Escalada De San Martín 800, Caballito	-34.6029788	-58.4541905
2	Helguera 2500, Villa del Parque	-34.6063409	-58.4894459
3	Avenida De Los Incas 5000, Villa Urquiza	-34.5853134	-58.47964580000001
4	Moldes 2600, Belgrano	-33.6195437	-64.5986551
5	Av Del Libertador 4900, Belgrano	-34.5617775	-58.4432442
6	Amenabar 2900, Belgrano	-34.1367021	-62.4234655
7	Vuelta De Obligado 2600, Belgrano	-34.5569342	-58.4597162
8	Echeverría 3000, Belgrano	-34.5663449	-58.4612909
9	B.blanca 2100, Villa del Parque	-38.6894184	-62.2806536
0	Av.córdoba 5600, Palermo	-34.5877412	-58.4401573
1	M. Acha 3000, Villa Urquiza	-34.5658709	-58.4828067
2	Vuelta De Obligado 2500, Belgrano	-34.5578669	-58.4589086
3	Vidal 1500, Belgrano	-34.5694185	-58.4552435
4	Av. Balbin 2500, Belgrano	-34.5622623	-58.4665001
5	Avenida Cabildo 100, Belgrano	-34.5621751	-58.4564835
6	Coronel Manuel Roseti 1700, Villa Urquiza	-34.5323189	-58.5021508
7	Paraguay 3200, Barrio Norte	-34.5983686	-58.3882072
8	Jerónimo Salguero 1900, Palermo	-34.5881304	-58.4147473
9	Av Triunvirato 3300, Villa Ortuzar	-34.5835759	-58.4683929
0	Frias 100, Villa Crespo	-34.6038919	-58.4371949
1	Tucumán 3600, Almagro	-34.5994429	-58.4159193
2	Guemes 3100, Palermo	-34.5914969	-58.4097269
3	Reconquista 1000, Centro / Microcentro	0	0
4	Warnes 300, Villa Crespo	-34.5999326	-58.4518082
5	Avenida Cabildo 600, Belgrano	-34.5710962637681	-58.4430209086957
6	Avenida Cordoba 4100, Palermo	-34.5972825	-58.4247846
7	Andonaegui 2500, Villa Urquiza	-34.5756257	-58.4905202
8	J Salguero 1900, Palermo	-34.5880303	-58.41456179999999
9	Av. Santa Fe 5200, Palermo Hollywood - Palermo	38.1156879	13.3612671
0	Av Triunvirato 3300, Villa Urquiza	-34.5739681	-58.4867315
1	Thames 600 5º Piso, Villa Crespo	-34.5945508	-58.4421781
2	O'higgins 3300, Nuñez	-34.5494247	-58.4623742
3	Doctor Juan Felipe Aranguren 1200, Caballito	-34.6173989	-58.4491719
4	Av.alvares Thomas 3100, Villa Urquiza	-34.5720929	-58.482487
5	Yatay Y Rivadavia-vta 3 Amb Fte/subte 0, Almagro	0	0
6	Salguero 500, Almagro	-34.6052139	-58.4198659
7	Avenida Paseo Colón 900, San Telmo	-34.6182462	-58.3685466
8	Presidente José Evaristo Uriburu 1200, Barrio Norte	-34.5945839	-58.3982879
9	Avenida Congreso 2000, Belgrano	-34.5534322	-58.4583599
0	Charcas 5000, Palermo Hollywood - Palermo	38.1156879	13.3612671
1	Zabala Bruno Mariano De 2600, Colegiales	0	0
2	Tucuman 1700, San Nicolás	-34.6020064	-58.3911919
3	Pueyrredon, Av. 1700, Recoleta	-34.5916514	-58.4012458
4	Alberdi, Juan B., Av. 1800, Caballito	-34.6286104	-58.45397639999999
5	Sanabria 2600, Villa Devoto	-34.596755	-58.5199211
6	Congreso, Avda. 2100, Nuñez	-34.5549488	-58.4631899
7	Luis Viale 800, Caballito	-34.6091773	-58.4551057
8	Scalabrini Ortiz, Raul, Av. 3300, Palermo Chico - Palermo	38.1156879	13.3612671
9	Maure 2400, Belgrano	-35.4326222	-71.6624235
0	Beruti Antonio Luis 3000, Barrio Norte	0	0
1	Guido 1500, Recoleta	-34.5885317	-58.3917484
2	Fitz Roy 1900, Palermo Hollywood - Palermo	38.1156879	13.3612671
3	Avenida Dorrego 2600, Palermo	-34.5744536	-58.4346895
4	Avenida Luis María Campos 400, Palermo	-34.5728210983272	-58.4334645713166
5	Catamarca 200, Balvanera	-34.6123799	-58.4068709
6	Thompson 500, Caballito	-34.6247359	-58.4391609
7	José Hernández 2100, Belgrano	-34.564276	-58.4504251
8	Nicasio Oroño 0, Caballito	-34.6081129	-58.4589336
9	Viel 900, Caballito	-34.6275107	-58.4308922
0	Humahuaca 3400, Abasto	-34.6033809	-58.4128489
1	Av. Asamblea 0, Parque Chacabuco	-34.6353843	-58.4393187
2	Amenabar 2600, Nuñez	-34.5555788	-58.46503
3	Artigas 400, Flores	-34.7519398	-55.9936068
4	Camila O Gorman 300, Puerto Madero	-34.6212755	-58.3613436
5	Charcas 4300, Palermo	-34.5838862	-58.4230079
6	Avenida Raúl Scalabrini Ortiz 1500, Palermo	-34.5915239	-58.4260856
7	Av Luis M. Campos 1100, Belgrano	-34.5662301	-58.4393706
8	Eduardo Holmberg 3200, Coghlan	0	0
9	Alfredo Bufano 1300, Villa General Mitre	-34.6163549	-58.4688349
0	Av Alvarez Jonte 1700, Paternal	-34.6006579	-58.468425
1	Morelos 800, Caballito	-34.6165501626263	-58.4571035161616
2	Manuel Ugarte 2200, Belgrano	-34.555348	-58.4593948
3	Mexico 1300, Monserrat	20.9058015	-89.3772644
4	Rincon 700, Balvanera	-34.6170879	-58.3959379
5	Juana Azurduy 1500, Nuñez	-34.5514631	-58.4678445
6	Benjamín Matienzo 1500, Las Cañitas	0	0
7	Fray Justo Santamaría De Oro 2800, Palermo	-34.5759098	-58.4212399
8	Viel 500, Caballito	-34.6226685	-58.4321232
9	San José De Calasanz 800, Caballito	-34.6232251	-58.4377353
0	San Martín 1100, Retiro	-34.5952641	-58.3744676
1	Avenida Corrientes 2800, Once	-34.6046967	-58.4053123
2	Amenabar 2400, Belgrano	-34.1367021	-62.4234655
3	Frias 400, Villa Crespo	-34.60177	-58.4338093
4	Av. Melian 3200, Coghlan	-34.5591089	-58.4768779
5	Bulnes 600, Almagro	-34.6046509	-58.4183819
6	Martha Lynch 400, Puerto Madero	0	0
7	Av Federico Lacroze 3500, Colegiales	-34.5804259	-58.4507339
8	Carlos Antonio Lopez 2400, Villa Pueyrredón	-34.5819379	-58.4970839
9	Andonaegui 2200, Villa Urquiza	-34.5777982	-58.4878957
0	Corrientes, Avda. 2300, Balvanera	-34.6047156	-58.3993345
1	Humberto I 400, San Telmo	-34.6207827	-58.3712249
2	Muñiz 800, Caballito	-34.6234447	-58.42631120000001
3	Av. Gaona 2000, Caballito	-34.6124913	-58.4557139
4	Holmerg Al 2300, Coghlan	-34.5705516	-58.4756319
5	Virrey Loreto 2200, Belgrano	-34.5660112	-58.4487497
6	Pringles 1300, Palermo Viejo - Palermo	38.1156879	13.3612671
7	Bogota 700, Caballito	-34.61239	-58.431298
8	Vidt 1600, Palermo	-34.592177	-58.4169505
9	Olleros 1900, Belgrano	-34.5619601	-58.434902
0	Jorge Newbery 3900, Villa Crespo	-31.6773539	-60.7750798
1	Santos Dumont 2700, Colegiales	-34.5807531	-58.4464619
2	Esmeralda 1100, Retiro	-34.5953165	-58.3785936
3	Anchorena 600 6º, Barrio Norte	-34.6025265	-58.40983540000001
4	Curapaligue Al 0 7º Piso, Caballito	0	0
5	Quevedo 3700 3º, Villa Devoto	-34.6092664	-58.52099759999999
6	Av. San Martin 2800 7º, Villa General Mitre	-34.6028805	-58.46496500000001
7	Av. Corrientes 6100 3º, Villa Crespo	-34.592799	-58.446848
8	Av. Avellaneda 300 2º, Caballito	-34.6128277	-58.43451330000001
9	11 De Septiembre 2600 12º, Nuñez	-34.5540795	-58.4550481
0	Rondeau 2600 3º, Parque Patricios	-34.6347671	-58.39936529999999
1	24 De Noviembre Al 0 3º, Almagro	-34.6241922	-58.4104439
2	Av. Triunvirato 2900 9º, Chacarita	-34.5851531	-58.4632501
3	Arismendi 2400 2, Villa Urquiza	-34.5823083	-58.47362640000001
4	Cramer 4600 1º, Nuñez	-34.5428427	-58.47758979999999
5	Hipolito Yrigoyen 3100 4º, Almagro	-34.6115812	-58.4102074
6	Venezuela 3000 2º, Almagro	-34.6165191	-58.4082158
7	Tucuman 1500 4º, Tribunales	-26.837528	-65.2064939
8	Charcas 3200 6º, Recoleta	-34.5925053	-58.4108534
9	Cordoba Av. 2400, Barrio Norte	-34.5996365	-58.40097340000001
0	Joaquin V Gonzalez Al 0 6º Piso, Floresta	0	0
1	Sucre 900. Monoamb Con Patio Y Parrilla, Belgrano	0	0
2	Treinta Y Tres Orientales 800 Pb, Caballito	0	0
3	Mexico 1500 1º, Centro / Microcentro	0	0
4	Cordoba 5830, Palermo	-31.3752885	-64.1487951
5	Paraguay 3400 5º, Palermo	-34.5930628	-58.4135071
6	Diag. Julio A. Roca 600 5º, Monserrat	0	0
7	Gurruchaga 2300 1º, Palermo	-34.5845307	-58.4220104
8	Olleros 1900 2º, Belgrano	-34.5662099	-58.4393439
9	Av. Corrientes 4700 12º, Almagro	-34.6020746	-58.4321668
0	Av. Honorio Pueyrredon 1500 6º, Caballito	-34.6039646	-58.4486393
1	Av. Scalabrini Ortiz 1700 3º, Palermo	-34.5902119	-58.42403969999999
2	Av. Del Libertador 7500 11º, Nuñez	-34.5447218	-58.4597642
3	La Pampa 700, Belgrano	-34.5542637	-58.4362394
4	Avenida Elcano 3500, Belgrano	-34.5694197	-58.4577192
5	La Pampa 4400, Belgrano	-34.5568889	-58.4406632
6	Av. Cordoba 6000 5º, Palermo	-34.5846527	-58.4446124
7	Newbery Jorge 3900 Lemos Juan Y Guevara, Chacarita	0	0
8	Jorge Newbery 3900, Colegiales	-34.5792307	-58.4468426
9	Manuel Trelles 2100 3º, Caballito	-34.6039313	-58.4661675
0	Av. Melian 4600, Saavedra	-34.5474901	-58.4858056
1	Av. Del Libertador 5100 1º, Belgrano	-34.5632395	-58.438277
2	Av. Forest 1100, Chacarita	-34.579978	-58.4588429
3	Av. Alvarez Jonte 3700 2º, Monte Castro	-34.6134851	-58.49337809999999
4	Cochabamba 1700 6º, San Cristobal	-30.3043142	-61.2279112
5	Ugarteche 3100 2º, Barrio Norte	-34.5803957	-58.4118336
6	Cramer 1300 4º, Belgrano	-34.5712301	-58.4529292
7	Camargo 400, Villa Crespo	-34.6014879	-58.4393039
8	Humboldt 2000, Palermo	-34.5824209	-58.4327469
9	Av. Callao 1400 2º, Recoleta	-34.5927036	-58.39283330000001
0	Av. Donato Alvarez 900 12º, Flores	-34.6159627	-58.4585392
1	Republica De Eslovenia 1800 5º, Belgrano	-34.569435	-58.4333745
2	Scalabrini Ortiz 1100 3º, Palermo	-34.5942817	-58.4301306
3	Juramento 1400 6º, Belgrano	-34.5563332	-58.4465648
4	Av. Juan B Justo 4200 5to., Villa Crespo	-34.5976786	-58.4430195
5	Virrey Cevallos 1400 4to., San Cristobal	0	0
6	Humberto Primo 2600 5to., Boedo	0	0
7	Hipolito Yrigoyen 1900 5º, Congreso	0	0
8	La Rioja 1200 2º, Boedo	-34.6243705	-58.40703389999999
9	Mendoza 1800 Pb, Belgrano	-32.8894587	-68.8458386
0	Rocamora 4000 3º, Palermo	-34.5995128	-58.4205122
1	San Blas 2700 4º, Villa del Parque	-34.6100656	-58.4787109
2	San Blas 2700 6º, Villa del Parque	-34.6100656	-58.4787109
3	Jorge Newbery 1600 6º, Las Cañitas	0	0
4	Freire 3500 4º, Coghlan	-34.5544403	-58.4751878
5	Av. Forest 1100 2º, Chacarita	-34.5800909	-58.45877
6	Larrea 300 5º, Once	0	0
7	Gabriela Mistral 2600 7º, Villa Pueyrredón	-34.5850168	-58.49801709999999
8	3 De Febrero 3600 1º, Nuñez	-34.5461529	-58.46242290000001
9	Batalla Del Pari 1100 3º, Caballito	-34.6031458	-58.4574125
0	Jose Hernandez 1400 7º, Belgrano	-34.5598855	-58.4433512
1	Av. Monroe 3600 2º, Villa Urquiza	-34.565477	-58.471318
2	Moreno 1300 3º, Centro / Microcentro	-36.8938187	-60.3207721
3	Angel Pacheco 2100, Villa Urquiza	-34.5759449	-58.4817139
4	Venezuela 400 6º, Centro / Microcentro	0	0
5	Hipolito Yrigoyen 2700 2º, Balvanera	-34.611273	-58.404352
6	Av. San Juan 1900 5º, Boedo	-34.6229885	-58.3927722
7	Roosevelt 3000, Belgrano	-34.5659156	-58.4528082
8	Uruguay 300 5º, Centro / Microcentro	-34.607924	-58.374815
9	Tacuari 1300 Cochabamba Y Garay Juan, Constitución	0	0
0	Catelli Al 0, Balvanera	-34.6100421	-58.40464069999999
1	Avenida Ricardo Balbín 2400, Coghlan	-34.5627942	-58.46549650000001
2	Romulo Naon 3500, Coghlan	-34.5637788	-58.4759004
3	Thames 600 4º, Villa Crespo	-34.5945508	-58.4421781
4	Freire 2400 1º, Belgrano	-24.1960962	-65.2931279
5	Niceto Vega 4700, Palermo	-34.5931039	-58.4302619
6	Grecia 3100 1º, Nuñez	-34.550611	-58.4607999
7	Espinosa 500 1º, Caballito	-34.6170289	-58.44851139999999
8	Paraguay 2900, Recoleta	-25.2979094	-57.5859567544789
9	Santos Dumont 3500 6º, Colegiales	-34.5832782	-58.4475758
0	Medrano Av. 400, Almagro	-34.6060227	-58.42131479999999
1	Avellaneda 3500 7º, Floresta	-34.6282476	-58.4786837
2	Avellaneda 3500, Flores	-36.0049329	-59.1223644
3	Finochietto Enrique Dr. 400 13º, Barracas	-34.6281148	-58.37079639999999
4	Viel 200, Caballito	-34.6263519	-58.4312157
5	Av. Cordoba 5700, Palermo	-34.5869196	-58.441381
6	Cordoba 5700, Palermo	-34.58641	-58.4418106
7	Cramer 2500 Pb, Belgrano	0	0
8	Romulo Naon 3500, Saavedra	-34.5551609	-58.482381
9	Naon Romulo S. Dr. A 3500 Larralde C Y Nuñez, Belgrano	0	0
0	Naon Romulo Al 3500, Saavedra	-34.5574837	-58.4806697
1	Naon Romulo Al 3500, Belgrano	-34.5574837	-58.4806697
2	Migueletes 1100 4º, Palermo	-34.564597	-58.43740219999999
3	Gallo 600 Torre 1 Piso 10, Palermo	38.1156879	13.3612671
4	Sanchez De Bustamante 500 2º, Almagro	-34.6040725	-58.4145225
5	Vidal 2900 4to, Nuñez	0	0
6	Arismendi 2400 3, Villa Urquiza	-34.5823083	-58.47362640000001
7	Arismendi 2400 2º, Villa Urquiza	-34.5823083	-58.47362640000001
8	Arismendi 2400 1, Villa Urquiza	-34.5823083	-58.47362640000001
9	Urquiza 0 8º, Centro / Microcentro	0	0
0	Urquiza 0 8º, Almagro	-31.430737	-64.1156653
1	Alvarez Thomas 800 1º, Chacarita	-34.5798209	-58.45341099999999
2	Thames 600 9º, Palermo	-34.5945508	-58.4421781
3	Thames 600 8º, Villa Crespo	-34.5945508	-58.4421781
4	Alvear 1800, Barrio Norte	-34.588594	-58.3880201
5	Gelly Y Obes Gral. A 2200, Barrio Norte	-34.58706129999999	-58.3972667
6	Marechal Leopoldo 1300, Caballito	-34.6083738	-58.4371589
7	Marechal Leopoldo 1300 Araoz Y Gandhi Mah, Villa Crespo	-34.5976786	-58.4430195
8	Rivadavia Av. 1900 Riobamba Y Ayacucho, Congreso	0	0
9	Guido Gral. 1800, Recoleta	0	0
0	Guise 1600, Palermo	-34.5916818	-58.4137432
1	Larralde Crisologo A 2700 Moldes Y Vidal, Saavedra	0	0
2	San Juan Av. 2200, San Cristobal	-34.6230635	-58.3963737
3	Olleros 1700 Migueletes Y Soldado De, Las Cañitas	0	0
4	Olavarria 1100 Patricios Y Hernandari, Boca	-34.6389223	-58.36782760000001
5	Olavarria 1100 Patricios Y Hernandari, Barracas	-36.8937167	-60.32334989999999
6	Ciudad De La Paz 1600, Colegiales	-34.5672339	-58.4537979
7	Ciudad De La Paz 2100 Mendoza Y Juramento, Belgrano	0	0
8	Lavalle 2600, Balvanera	-34.6035279	-58.4034779
9	Besares 2600, Saavedra	-34.5458505	-58.4723191
0	Pacheco De Melo 2400, Barrio Norte	-34.5885495	-58.3977601
1	Hipólito Yrigoyen 4000, Almagro	-34.6148297	-58.422921
2	Uriarte 2200, Palermo	-34.5833059	-58.4261989
3	Sucre 3000, Belgrano	-34.5633881	-58.4554936
4	Echeverria 1500, Belgrano	-34.5576364	-58.4466232
5	Mansilla 3000, Barrio Norte	-34.5966221	-58.4031172
6	Salta 300, Monserrat	-34.6119539	-58.3831709
7	Vidal 2100, Belgrano	-34.5644099	-58.4603489
8	Av. Avellaneda 3200, Flores	-34.6275056	-58.4752694
9	Bogota 1900, Caballito	-34.61239	-58.431298
0	Lavalle 3900, Palermo	-34.5978837	-58.4225869
1	Blanco Encalada 3200, Belgrano	-34.5638369	-58.4665839
2	Andres Lamas 1200, Caballito	-34.6144773	-58.4636288
3	Arenales 2000, Recoleta	-34.5947939	-58.3957249
4	Av. Luis Maria Campos 300, Las Cañitas	-34.5736030636086	-58.4327129217234
5	Avenida Callao 1900, Recoleta	-34.5884525	-58.3882523
6	Jorge Newbery 2500, Belgrano	-40.8012014	-63.0002414
7	Cuba 4500, Nuñez	21.8843585	-78.1819032
8	Migueletes 1000, Las Cañitas	-34.5653342	-58.4362478
9	San Juan 3400, Boedo	-34.625304	-58.41346299999999
0	José Bonifacio 800, Caballito	-34.6275519	-58.4386659
1	Terrero 600, Flores	-34.6200409	-58.4597839
2	Ruy Díaz De Guzmán 600, Barracas	-34.6309262	-58.3716946
3	Paysandu 1600, Paternal	-34.604166	-58.4586696
4	Amenábar 3200, Nuñez	-34.5540619	-58.4671649
5	Curuzu Cuatia 2400, Villa Real	-34.6190418	-58.5292637
6	Vicente Lopez 2200, Recoleta	-34.5880296	-58.3952122
7	Julian Alvarez 1600, Palermo Soho - Palermo	-34.5922142	-58.4234854
8	Republica De Siria 3000, Palermo Chico - Palermo	38.1156879	13.3612671
9	Avenida Del Libertador 2000, Palermo Chico - Palermo	38.1156879	13.3612671
0	Bulnes 800, Almagro	-34.6023509	-58.4180429
1	Federico Lacroze 1800, Belgrano	-34.5645	-58.4393379
2	Avenida Congreso 4700, Villa Urquiza	-34.5673789	-58.4854399
3	Gral J G De Artigas 2000, Villa del Parque	-32.8431065	-60.71214089999999
4	Dr. Emilio Ravignani 1300, Palermo	-34.5854459	-58.4437029
5	Colombres 0, Almagro	-34.6147217	-58.4186299
6	Copernico 2300, Barrio Norte	-34.5858631	-58.3981917
7	Mariano Acha 1400, Villa Urquiza	-34.5688452	-58.4801725
8	Thames Town House 2100, Palermo	38.1156879	13.3612671
9	Las Heras 1600, Recoleta	-34.5931854	-58.3901028
0	Humberto I 800, San Telmo	-34.6209876	-58.3770843
1	Manuel Ugarte 1800, Belgrano	-34.5532716	-58.4555924
2	Jujuy 100, Once	-34.6111549	-58.4057459
3	Av Las Heras 2400, Recoleta	-34.5867778	-58.3983676
4	Gral. Manuel Rodriguez 1100, Caballito	-34.6082426	-58.4479215
5	Avenida Córdoba 2500, Barrio Norte	-34.5991405	-58.4024735
6	Avenida Triunvirato 2900, Villa Ortuzar	-34.5852062	-58.4628545
7	Paraguay 4200, Palermo	-25.3748673	-57.6026856
8	Scalabrini Ortiz 2100, Palermo	-34.5877759	-58.4203439
9	Rosario 600, Caballito	-34.6198719	-58.4371249
0	Av. Hipolito Yrigoyen 3600, Almagro	-34.6138727	-58.4172084
1	Moron 4100, Floresta	-34.6279809	-58.4870149
2	Correa 4700, Saavedra	-34.5535469	-58.4933229
3	Luis Viale 2000, Caballito	-34.6091773	-58.4551057
4	Camarones 1500, Caballito	-34.6039478	-58.4627612
5	11 De Septiembre 3900, Nuñez	-34.5359093	-58.4681329
6	General José Gervasio Artigas 4600, Villa Pueyrredón	-34.5844448	-58.4968374
7	José G De Artigas 4600, Villa Pueyrredón	0	0
8	Humberto I 300, San Telmo	-34.6207519	-58.3698319
9	Avenida Jujuy 1000, San Cristobal	-34.6210009	-58.4027189
0	Suipacha 700, Centro / Microcentro	0	0
1	Jean Jaures 1100, Barrio Norte	-34.5970132	-58.40652559999999
2	Avenida Rivadavia 10900, Liniers	-34.6392886	-58.5172383
3	Bogotá 2700, Flores	-34.6266055	-58.4682672
4	Monroe 3400, Belgrano	-34.5583294	-58.4599161
5	Salguero 1100, Palermo	-34.5719392	-58.400745
6	Vidal 1600, Belgrano	-34.5687899	-58.4564929
7	Nuñez 2200, Nuñez	-34.5487508	-58.4653434
8	Virrey Del Pino 2400, Belgrano	-34.5660993	-58.4519918
9	11 De Septiembre 1700, Belgrano	-34.5626455	-58.447876
0	Av. Jujuy 300, Balvanera	-34.6133676	-58.4051695
1	Avenida Corrientes 2000, Balvanera	-34.6046273	-58.395161
2	Soldado De La Independencia 800, Belgrano	-34.5630455	-58.4419194
3	Vidt ., Palermo	-34.592177	-58.4169505
4	Sinclair ., Palermo	-34.5763707	-58.4242708
5	Nogoya 3200, Villa del Parque	-34.6038416	-58.4932729
6	25 De Mayo 700, Retiro	-34.5995784	-58.37142730000001
7	Thames 400, Villa Crespo	-34.5963989	-58.4448599
8	Avenida Luis María Campos 1200, Palermo	-34.5656054	-58.4403168
9	Avenida Balbin 2300, Belgrano	-34.5633439	-58.4637324
0	Av. Garcia Del Rio 2600, Nuñez	-34.5487871	-58.46990049999999
1	Av. Paseo Colon 900, San Telmo	-34.6182462	-58.3685466
2	Mendoza 3900, 2º - Belgrano	-34.5698004	-58.4720538
3	Av. Díaz Vélez 4300, Almagro	-34.6088109	-58.4275509
4	Av. Hipolito Irigoyen 3500, Almagro	-34.6135433	-58.4161983
5	Guido 1700, Barrio Norte	-34.5909591	-58.3888896
6	Uruguay 1000, Barrio Norte	-31.3636722	-57.959501
7	Montes De Oca 200, Barracas	-34.6306285	-58.3765237
8	Ambroseti 900, Caballito	-34.6077523	-58.43874729999999
9	Boedo, Avda. 500, Boedo	67.2839476	14.3825834
0	Independencia, Av. 2100, San Cristobal	-33.4209767	-70.6405787
1	Pichincha 800, San Cristobal	-0.3854628	-78.5487615
2	Venezuela 2300, Balvanera	-34.6152579	-58.3990329
3	Diaz Colodrero 3300, Villa Urquiza	-34.5662299	-58.4916399
4	Aranguren, Juan F., Dr. 2800, Flores	-34.624761	-58.4707318
5	Mexico 900, Monserrat	20.9058015	-89.3772644
6	San Blas 3000, Monte Castro	-34.6121218	-58.4826924
7	Amenabar 3800, Nuñez	-34.5555788	-58.46503
8	Garcia Del Rio 2600, Nuñez	-34.5487871	-58.46990049999999
9	Ciudad De La Paz 2900, Nuñez	-34.5534205	-58.4663523
0	Quesada 1900, Nuñez	-34.5517256	-58.4580123
1	Cuba 3100, Nuñez	21.8843585	-78.1819032
2	Gral Manuel N. Savio 200, Palermo	-34.5744908	-58.4344762
3	Hidalgo 1400, Almagro	-34.6042203	-58.44364780000001
4	Del Libertador, Avda. 2300, Palermo	-34.5812727	-58.4036182
5	Azcucena Villaflor 500, Puerto Madero	-34.6110043	-58.3612753
6	Avenida Doctor Honorio Pueyrredón 400, Caballito	-34.6151291	-58.4407807
7	Ceretti 2700, Villa Urquiza	-34.5758919	-58.4949918
8	Fitz Roy ., Palermo	-34.5816701	-58.4334672
9	Padilla ., Villa Crespo	-34.5957034	-58.4472872
0	Plaza 3200, Coghlan	-34.5599095	-58.4747141
1	Carlos Calvo 300, San Telmo	-34.6194769	-58.3699259
2	Vuelta De Obligado 2900, Nuñez	-34.5507686	-58.465315
3	Jose Bonifacio 400, Caballito	-34.6265782	-58.4325167
4	Cuba 2400, Belgrano	-34.5582996	-58.4571428
5	Bvd. Azucena Villaflor 500, Puerto Madero	-34.6110043	-58.3612753
6	Rep. Arabe Siria 3100, Palermo	-34.5799902	-58.4131154
7	Tacuarí 1000, San Telmo	-34.6197036	-58.37874129999999
8	Alvear, Marcelo T. De Entre Libertad Y Cerrito, Retiro	0	0
9	La Rioja 1500, San Cristobal	-34.6259279	-58.4068783
0	Julian Alvarez 2700, Barrio Norte	-34.5852672	-58.41253200000001
1	Nueva York 4300, Villa Devoto	-34.6021929	-58.5148192
2	Rivadavia, Av. 4600, Caballito	-34.6155599	-58.42992699999999
3	Diaz Velez, Avda. 3700, Almagro	-34.6087268	-58.41862579999999
4	Alvear, Marcelo T. De 600, Retiro	-34.5963573	-58.37536229999999
5	Santa Fe Av. 4900, Palermo	-34.5776685	-58.4286402
6	Del Libertador, Avda. 2400, Palermo	-34.5805393	-58.4046177
7	Gallo 1600, Barrio Norte	-35.4475883	-71.6429755
8	Av Del Libertador 5700, Belgrano	-34.5597539	-58.4453168
9	San Jose 1100, Monserrat	10.0273753	-83.9422525
0	Colpayo 400, Caballito	-34.6156962	-58.4420395
1	Cátulo Castillo 3000, Parque Patricios	-34.6348207	-58.4056432
2	Pavón 3700, Boedo	-34.6303369	-58.4163099
3	Doblas 900, Caballito	-34.6271069	-58.4280962
4	Tomás Le Breton 4700, Villa Pueyrredón	-34.56791210000001	-58.48514789999999
5	Entre Rios 2000, Parque Patricios	-34.6295635	-58.3919751
6	Freire, Ramon 3200, Coghlan	-34.5568045	-58.47278530000001
7	Billinghusrt 1700, Barrio Norte	-34.5907898	-58.4104963
8	Goyena, Pedro, Avda. 500, Caballito	-34.625884	-58.4342905
9	Sánchez De Bustamante 500, Almagro	-34.6041549	-58.4146719
0	Ramos Mejia 900, Parque Centenario	-34.6549073	-58.5536355
1	Cullen 5000, Villa Urquiza	-34.5722747	-58.4865545
2	Juana Manso 1900, Puerto Madero	-34.6211156	-58.3613255
3	Petrona Eyle 300, Puerto Madero	-34.6155511	-58.3660026
4	Avenida Del Libertador 4700, Las Cañitas	-34.5658164	-58.4333511
5	Sucre 2200, Belgrano	-34.5633881	-58.4554936
6	Jerónimo Salguero 1000, Palermo	-34.5719392	-58.400745
7	Costa Rica 4400, Palermo Soho - Palermo	-34.5903674	-58.4238671
8	Monroe 1500, Nuñez	-34.55289339999999	-58.45083689999999
9	Gurruchaga 400, Villa Crespo	-34.5981139	-58.4429339
0	Jorge Luis Borges 2100, Palermo	-34.5856145	-58.4255459
1	Laprida 1900, Recoleta	-34.5885939	-58.4010879
2	Av. Santa Fe 2500, Recoleta	-34.5946171	-58.4022662
3	Avenida Cordoba 6100, Palermo Hollywood - Palermo	38.1156879	13.3612671
4	Soldado De La Independencia 900, Las Cañitas	-34.566845	-58.4359121
5	Loreto Virrey 2500, Belgrano	-34.5686862	-58.4507755
6	Alvarez Thomas 3300, Villa Urquiza	-34.5708075	-58.48412779999999
